"","GMIS.Region","GMIS.Division","Position","Total.Filled","Total.Unfilled","Total.Authorized","Filling.Up.Rate"
"10956","Region XI - Davao","Davao del Sur","Accountant III",1,0,1,100
"10957","Region XI - Davao","Davao del Sur","Administrative Aide I",14,5,19,73.68
"10958","Region XI - Davao","Davao del Sur","Administrative Aide II",1,0,1,100
"10959","Region XI - Davao","Davao del Sur","Administrative Aide III",3,2,5,60
"10960","Region XI - Davao","Davao del Sur","Administrative Aide IV",4,0,4,100
"10961","Region XI - Davao","Davao del Sur","Administrative Aide VI",10,1,11,90.91
"10962","Region XI - Davao","Davao del Sur","Administrative Assistant I",1,0,1,100
"10963","Region XI - Davao","Davao del Sur","Administrative Assistant II",71,6,77,92.21
"10964","Region XI - Davao","Davao del Sur","Administrative Assistant III",62,3,65,95.38
"10965","Region XI - Davao","Davao del Sur","Administrative Officer I",3,1,4,75
"10966","Region XI - Davao","Davao del Sur","Administrative Officer II",175,24,199,87.94
"10967","Region XI - Davao","Davao del Sur","Administrative Officer IV",7,1,8,87.5
"10968","Region XI - Davao","Davao del Sur","Administrative Officer V",1,1,2,50
"10969","Region XI - Davao","Davao del Sur","Assistant Schools Division Superintendent",1,0,1,100
"10970","Region XI - Davao","Davao del Sur","Attorney III",1,0,1,100
"10971","Region XI - Davao","Davao del Sur","Chief Education Supervisor",2,0,2,100
"10972","Region XI - Davao","Davao del Sur","Dental Aide",1,1,2,50
"10973","Region XI - Davao","Davao del Sur","Dentist II",1,1,2,50
"10974","Region XI - Davao","Davao del Sur","Education Program Specialist II",5,0,5,100
"10975","Region XI - Davao","Davao del Sur","Education Program Supervisor",10,1,11,90.91
"10976","Region XI - Davao","Davao del Sur","Engineer III",1,0,1,100
"10977","Region XI - Davao","Davao del Sur","Farm Worker I",1,0,1,100
"10978","Region XI - Davao","Davao del Sur","Guidance Coordinator I",1,1,2,50
"10979","Region XI - Davao","Davao del Sur","Guidance Counselor II",2,20,22,9.09
"10980","Region XI - Davao","Davao del Sur","Guidance Counselor III",1,1,2,50
"10981","Region XI - Davao","Davao del Sur","Head Teacher I",35,10,45,77.78
"10982","Region XI - Davao","Davao del Sur","Head Teacher II",16,5,21,76.19
"10983","Region XI - Davao","Davao del Sur","Head Teacher III",22,3,25,88
"10984","Region XI - Davao","Davao del Sur","Head Teacher IV",11,1,12,91.67
"10985","Region XI - Davao","Davao del Sur","Head Teacher V",6,1,7,85.71
"10986","Region XI - Davao","Davao del Sur","Information Technology Officer I",1,0,1,100
"10987","Region XI - Davao","Davao del Sur","Librarian II",1,0,1,100
"10988","Region XI - Davao","Davao del Sur","Marine Engineman I",1,0,1,100
"10989","Region XI - Davao","Davao del Sur","Master Teacher I",290,8,298,97.32
"10990","Region XI - Davao","Davao del Sur","Master Teacher II",149,1,150,99.33
"10991","Region XI - Davao","Davao del Sur","Master Teacher III",28,0,28,100
"10992","Region XI - Davao","Davao del Sur","Medical Officer III",1,0,1,100
"10993","Region XI - Davao","Davao del Sur","Nurse II",26,1,27,96.3
"10994","Region XI - Davao","Davao del Sur","Planning Officer III",1,0,1,100
"10995","Region XI - Davao","Davao del Sur","Project Development Officer I",4,1,5,80
"10996","Region XI - Davao","Davao del Sur","Project Development Officer II",2,0,2,100
"10997","Region XI - Davao","Davao del Sur","Public Schools District Supervisor",10,0,10,100
"10998","Region XI - Davao","Davao del Sur","Registrar I",7,0,7,100
"10999","Region XI - Davao","Davao del Sur","School Librarian I",1,0,1,100
"11000","Region XI - Davao","Davao del Sur","School Librarian II",3,0,3,100
"11001","Region XI - Davao","Davao del Sur","School Principal I",129,6,135,95.56
"11002","Region XI - Davao","Davao del Sur","School Principal II",31,1,32,96.88
"11003","Region XI - Davao","Davao del Sur","School Principal III",27,0,27,100
"11004","Region XI - Davao","Davao del Sur","School Principal IV",11,2,13,84.62
"11005","Region XI - Davao","Davao del Sur","Schools Division Superintendent",1,0,1,100
"11006","Region XI - Davao","Davao del Sur","Security Guard I",12,1,13,92.31
"11007","Region XI - Davao","Davao del Sur","Senior Education Program Specialist",4,0,4,100
"11008","Region XI - Davao","Davao del Sur","Special Education Teacher I",17,1,18,94.44
"11009","Region XI - Davao","Davao del Sur","Special Education Teacher II",1,0,1,100
"11010","Region XI - Davao","Davao del Sur","Special Education Teacher III",5,0,5,100
"11011","Region XI - Davao","Davao del Sur","Special Science Teacher I",36,2,38,94.74
"11012","Region XI - Davao","Davao del Sur","Teacher I",1480,155,1635,90.52
"11013","Region XI - Davao","Davao del Sur","Teacher II",1270,50,1320,96.21
"11014","Region XI - Davao","Davao del Sur","Teacher III",1058,40,1098,96.36
"11015","Region XI - Davao","Davao del Sur","Watchman I",2,0,2,100
"11016","Region XI - Davao","Digos City","Accountant I",1,0,1,100
"11017","Region XI - Davao","Digos City","Accountant III",1,0,1,100
"11018","Region XI - Davao","Digos City","Administrative Aide I",5,5,10,50
"11019","Region XI - Davao","Digos City","Administrative Aide III",3,0,3,100
"11020","Region XI - Davao","Digos City","Administrative Aide IV",1,1,2,50
"11021","Region XI - Davao","Digos City","Administrative Aide VI",5,3,8,62.5
"11022","Region XI - Davao","Digos City","Administrative Assistant II",9,3,12,75
"11023","Region XI - Davao","Digos City","Administrative Assistant III",12,7,19,63.16
"11024","Region XI - Davao","Digos City","Administrative Officer I",2,0,2,100
"11025","Region XI - Davao","Digos City","Administrative Officer II",48,2,50,96
"11026","Region XI - Davao","Digos City","Administrative Officer IV",5,1,6,83.33
"11027","Region XI - Davao","Digos City","Administrative Officer V",2,0,2,100
"11028","Region XI - Davao","Digos City","Assistant Schools Division Superintendent",1,0,1,100
"11029","Region XI - Davao","Digos City","Attorney III",1,0,1,100
"11030","Region XI - Davao","Digos City","Chief Education Supervisor",2,0,2,100
"11031","Region XI - Davao","Digos City","Dentist II",2,0,2,100
"11032","Region XI - Davao","Digos City","Education Program Specialist II",4,1,5,80
"11033","Region XI - Davao","Digos City","Education Program Supervisor",11,0,11,100
"11034","Region XI - Davao","Digos City","Engineer III",1,0,1,100
"11035","Region XI - Davao","Digos City","Guidance Coordinator II",1,0,1,100
"11036","Region XI - Davao","Digos City","Guidance Coordinator III",1,0,1,100
"11037","Region XI - Davao","Digos City","Guidance Counselor III",3,0,3,100
"11038","Region XI - Davao","Digos City","Head Teacher I",4,1,5,80
"11039","Region XI - Davao","Digos City","Head Teacher II",3,0,3,100
"11040","Region XI - Davao","Digos City","Head Teacher III",4,0,4,100
"11041","Region XI - Davao","Digos City","Head Teacher IV",1,0,1,100
"11042","Region XI - Davao","Digos City","Head Teacher V",3,0,3,100
"11043","Region XI - Davao","Digos City","Head Teacher VI",3,0,3,100
"11044","Region XI - Davao","Digos City","Information Technology Officer I",1,0,1,100
"11045","Region XI - Davao","Digos City","Librarian II",1,0,1,100
"11046","Region XI - Davao","Digos City","Master Teacher I",74,9,83,89.16
"11047","Region XI - Davao","Digos City","Master Teacher II",64,2,66,96.97
"11048","Region XI - Davao","Digos City","Master Teacher III",35,0,35,100
"11049","Region XI - Davao","Digos City","Medical Officer III",1,0,1,100
"11050","Region XI - Davao","Digos City","Nurse II",8,0,8,100
"11051","Region XI - Davao","Digos City","Planning Officer III",1,0,1,100
"11052","Region XI - Davao","Digos City","Project Development Officer I",6,0,6,100
"11053","Region XI - Davao","Digos City","Project Development Officer II",2,0,2,100
"11054","Region XI - Davao","Digos City","Public Schools District Supervisor",9,1,10,90
"11055","Region XI - Davao","Digos City","Registrar I",1,0,1,100
"11056","Region XI - Davao","Digos City","School Librarian II",1,0,1,100
"11057","Region XI - Davao","Digos City","School Principal I",16,3,19,84.21
"11058","Region XI - Davao","Digos City","School Principal II",12,0,12,100
"11059","Region XI - Davao","Digos City","School Principal III",4,0,4,100
"11060","Region XI - Davao","Digos City","School Principal IV",2,0,2,100
"11061","Region XI - Davao","Digos City","Schools Division Superintendent",1,0,1,100
"11062","Region XI - Davao","Digos City","Security Guard I",3,0,3,100
"11063","Region XI - Davao","Digos City","Security Guard II",1,0,1,100
"11064","Region XI - Davao","Digos City","Senior Education Program Specialist",4,0,4,100
"11065","Region XI - Davao","Digos City","Special Education Teacher I",5,1,6,83.33
"11066","Region XI - Davao","Digos City","Special Education Teacher II",1,2,3,33.33
"11067","Region XI - Davao","Digos City","Special Education Teacher III",6,1,7,85.71
"11068","Region XI - Davao","Digos City","Special Science Teacher I",17,1,18,94.44
"11069","Region XI - Davao","Digos City","Teacher I",508,15,523,97.13
"11070","Region XI - Davao","Digos City","Teacher II",350,17,367,95.37
"11071","Region XI - Davao","Digos City","Teacher III",471,14,485,97.11
"11072","Region XI - Davao","Island Garden City of Samal","Accountant III",1,0,1,100
"11073","Region XI - Davao","Island Garden City of Samal","Administrative Aide I",1,0,1,100
"11074","Region XI - Davao","Island Garden City of Samal","Administrative Aide IV",1,0,1,100
"11075","Region XI - Davao","Island Garden City of Samal","Administrative Aide VI",3,2,5,60
"11076","Region XI - Davao","Island Garden City of Samal","Administrative Assistant I",1,0,1,100
"11077","Region XI - Davao","Island Garden City of Samal","Administrative Assistant II",16,12,28,57.14
"11078","Region XI - Davao","Island Garden City of Samal","Administrative Assistant III",12,10,22,54.55
"11079","Region XI - Davao","Island Garden City of Samal","Administrative Officer II",50,9,59,84.75
"11080","Region XI - Davao","Island Garden City of Samal","Administrative Officer IV",4,1,5,80
"11081","Region XI - Davao","Island Garden City of Samal","Administrative Officer V",2,0,2,100
"11082","Region XI - Davao","Island Garden City of Samal","Assistant Schools Division Superintendent",1,0,1,100
"11083","Region XI - Davao","Island Garden City of Samal","Chief Education Supervisor",2,0,2,100
"11084","Region XI - Davao","Island Garden City of Samal","Dentist II",1,0,1,100
"11085","Region XI - Davao","Island Garden City of Samal","Education Program Specialist II",3,0,3,100
"11086","Region XI - Davao","Island Garden City of Samal","Education Program Supervisor",11,0,11,100
"11087","Region XI - Davao","Island Garden City of Samal","Guidance Coordinator II",1,0,1,100
"11088","Region XI - Davao","Island Garden City of Samal","Guidance Coordinator III",1,0,1,100
"11089","Region XI - Davao","Island Garden City of Samal","Guidance Counselor II",4,0,4,100
"11090","Region XI - Davao","Island Garden City of Samal","Head Teacher I",11,0,11,100
"11091","Region XI - Davao","Island Garden City of Samal","Head Teacher II",18,2,20,90
"11092","Region XI - Davao","Island Garden City of Samal","Head Teacher III",19,0,19,100
"11093","Region XI - Davao","Island Garden City of Samal","Head Teacher IV",2,0,2,100
"11094","Region XI - Davao","Island Garden City of Samal","Information Technology Officer I",1,0,1,100
"11095","Region XI - Davao","Island Garden City of Samal","Librarian II",1,0,1,100
"11096","Region XI - Davao","Island Garden City of Samal","Master Teacher I",54,1,55,98.18
"11097","Region XI - Davao","Island Garden City of Samal","Master Teacher II",29,1,30,96.67
"11098","Region XI - Davao","Island Garden City of Samal","Master Teacher III",8,0,8,100
"11099","Region XI - Davao","Island Garden City of Samal","Medical Officer III",1,0,1,100
"11100","Region XI - Davao","Island Garden City of Samal","Nurse II",8,0,8,100
"11101","Region XI - Davao","Island Garden City of Samal","Planning Officer III",1,0,1,100
"11102","Region XI - Davao","Island Garden City of Samal","Project Development Officer I",3,0,3,100
"11103","Region XI - Davao","Island Garden City of Samal","Project Development Officer II",2,0,2,100
"11104","Region XI - Davao","Island Garden City of Samal","Registrar I",1,0,1,100
"11105","Region XI - Davao","Island Garden City of Samal","School Principal I",28,0,28,100
"11106","Region XI - Davao","Island Garden City of Samal","School Principal II",8,0,8,100
"11107","Region XI - Davao","Island Garden City of Samal","School Principal III",2,0,2,100
"11108","Region XI - Davao","Island Garden City of Samal","School Principal IV",3,0,3,100
"11109","Region XI - Davao","Island Garden City of Samal","Schools Division Superintendent",1,0,1,100
"11110","Region XI - Davao","Island Garden City of Samal","Senior Education Program Specialist",2,0,2,100
"11111","Region XI - Davao","Island Garden City of Samal","Special Education Teacher I",3,2,5,60
"11112","Region XI - Davao","Island Garden City of Samal","Special Education Teacher II",4,0,4,100
"11113","Region XI - Davao","Island Garden City of Samal","Special Education Teacher III",4,0,4,100
"11114","Region XI - Davao","Island Garden City of Samal","Special Science Teacher I",4,0,4,100
"11115","Region XI - Davao","Island Garden City of Samal","Teacher I",504,4,508,99.21
"11116","Region XI - Davao","Island Garden City of Samal","Teacher II",367,7,374,98.13
"11117","Region XI - Davao","Island Garden City of Samal","Teacher III",230,2,232,99.14
"11118","Region XI - Davao","Mati City","Accountant I",2,0,2,100
"11119","Region XI - Davao","Mati City","Accountant III",1,0,1,100
"11120","Region XI - Davao","Mati City","Administrative Aide I",15,0,15,100
"11121","Region XI - Davao","Mati City","Administrative Aide III",5,3,8,62.5
"11122","Region XI - Davao","Mati City","Administrative Aide IV",4,5,9,44.44
"11123","Region XI - Davao","Mati City","Administrative Aide VI",8,0,8,100
"11124","Region XI - Davao","Mati City","Administrative Assistant I",1,0,1,100
"11125","Region XI - Davao","Mati City","Administrative Assistant II",34,1,35,97.14
"11126","Region XI - Davao","Mati City","Administrative Assistant III",33,1,34,97.06
"11127","Region XI - Davao","Mati City","Administrative Officer I",4,0,4,100
"11128","Region XI - Davao","Mati City","Administrative Officer II",27,29,56,48.21
"11129","Region XI - Davao","Mati City","Administrative Officer IV",5,2,7,71.43
"11130","Region XI - Davao","Mati City","Administrative Officer V",2,0,2,100
"11131","Region XI - Davao","Mati City","Assistant School Principal II",1,0,1,100
"11132","Region XI - Davao","Mati City","Attorney III",1,0,1,100
"11133","Region XI - Davao","Mati City","Chief Education Supervisor",2,0,2,100
"11134","Region XI - Davao","Mati City","Communications Equipment Operator II",1,0,1,100
"11135","Region XI - Davao","Mati City","Dentist II",1,1,2,50
"11136","Region XI - Davao","Mati City","Education Program Specialist II",5,0,5,100
"11137","Region XI - Davao","Mati City","Education Program Supervisor",10,1,11,90.91
"11138","Region XI - Davao","Mati City","Engineer III",1,0,1,100
"11139","Region XI - Davao","Mati City","Guidance Coordinator II",1,0,1,100
"11140","Region XI - Davao","Mati City","Guidance Counselor I",3,2,5,60
"11141","Region XI - Davao","Mati City","Guidance Counselor II",1,15,16,6.25
"11142","Region XI - Davao","Mati City","Guidance Counselor III",1,0,1,100
"11143","Region XI - Davao","Mati City","Head Teacher I",6,2,8,75
"11144","Region XI - Davao","Mati City","Head Teacher II",15,1,16,93.75
"11145","Region XI - Davao","Mati City","Head Teacher III",8,0,8,100
"11146","Region XI - Davao","Mati City","Head Teacher IV",1,1,2,50
"11147","Region XI - Davao","Mati City","Information Technology Officer I",1,0,1,100
"11148","Region XI - Davao","Mati City","Librarian II",1,0,1,100
"11149","Region XI - Davao","Mati City","Master Teacher I",85,3,88,96.59
